CustomerID,CustomerName,DateOfBirth,Gender,City,State
460,Customer_460,2001-01-02,Male,Delhi,Delhi
461,Customer_461,2007-08-16,Male,Delhi,Tamil Nadu
462,Customer_462,1981-04-01,Female,Bangalore,Delhi
463,Customer_463,1991-03-16,Female,Bangalore,Tamil Nadu
464,Customer_464,1968-04-26,Male,Bangalore,Karnataka
465,Customer_465,1965-08-16,Male,Kolkata,Maharashtra
466,Customer_466,2008-10-10,Male,Chennai,Maharashtra
467,Customer_467,1962-08-13,Female,Bangalore,West Bengal
468,Customer_468,1989-09-17,Male,Delhi,West Bengal
469,Customer_469,1979-03-22,Male,Bangalore,Tamil Nadu
470,Customer_470,2018-04-09,Male,Bangalore,West Bengal
471,Customer_471,1967-11-22,Male,Delhi,Tamil Nadu
472,Customer_472,2004-12-26,Male,Mumbai,Maharashtra
473,Customer_473,1974-01-26,Female,Mumbai,Maharashtra
474,Customer_474,1991-10-05,Male,Kolkata,Maharashtra
475,Customer_475,2008-11-20,Male,Mumbai,Karnataka
476,Customer_476,2009-03-24,Male,Chennai,Delhi
477,Customer_477,1999-06-11,Female,Mumbai,West Bengal
478,Customer_478,1962-03-08,Female,Mumbai,Karnataka
479,Customer_479,2012-01-12,Male,Delhi,West Bengal
480,Customer_480,1994-04-28,Female,Kolkata,Tamil Nadu
481,Customer_481,2012-08-29,Male,Delhi,Tamil Nadu
482,Customer_482,2001-08-23,Male,Delhi,Delhi
483,Customer_483,1967-10-14,Male,Kolkata,West Bengal
484,Customer_484,1965-04-10,Female,Chennai,Maharashtra
485,Customer_485,2012-12-20,Female,Chennai,West Bengal
486,Customer_486,1976-05-26,Male,Delhi,Tamil Nadu
487,Customer_487,2009-12-22,Male,Kolkata,Karnataka
488,Customer_488,1971-11-18,Male,Mumbai,West Bengal
489,Customer_489,1997-10-31,Female,Bangalore,Delhi
490,Customer_490,1971-03-18,Male,Chennai,Tamil Nadu
491,Customer_491,1965-10-15,Male,Delhi,Karnataka
492,Customer_492,2006-11-23,Female,Chennai,Delhi
493,Customer_493,2011-09-17,Female,Bangalore,Maharashtra
494,Customer_494,1984-04-15,Male,Delhi,Tamil Nadu
495,Customer_495,2015-12-03,Male,Mumbai,Delhi
496,Customer_496,1976-05-03,Female,Bangalore,Karnataka
497,Customer_497,1967-11-29,Male,Delhi,Karnataka
498,Customer_498,2003-08-21,Male,Chennai,Maharashtra
499,Customer_499,1992-04-06,Male,Chennai,Karnataka
500,Customer_500,1970-02-27,Female,Delhi,West Bengal
